* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-08-04 11:28:48 AM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\Katie\Documents\Shedd Aquarium Coral Research Fellowship\Exuma\qPCR\20190715_KP_02.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-07-15 15:06:37 PM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	PRFLOW	NOISE	HIGHSD	DRNMIN	NOAMP	Tm1	Tm2	Tm3	Tm4
58	E10	false	EX0130	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
58	E10	false	EX0130	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
59	E11	false	PTC	C	UNKNOWN	VIC	NFQ-MGB	27.265	27.381	0.164								false	0.010	true	3	26	Amp		0.949	N	N	N	N	N	N	N				
59	E11	false	PTC	D	UNKNOWN	FAM	NFQ-MGB	25.650	24.874	1.097								false	0.010	true	3	23	Amp		0.633	Y	N	N	N	Y	N	N				
60	E12	false	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
60	E12	false	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
61	F1	false	EX0062	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
61	F1	false	EX0062	D	UNKNOWN	FAM	NFQ-MGB	32.506	31.340	1.649								false	0.010	true	3	31	Inconclusive		0.929	N	N	N	N	Y	N	N				
62	F2	false	EX0065	C	UNKNOWN	VIC	NFQ-MGB	Undetermined	38.484									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
62	F2	false	EX0065	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
63	F3	false	EX0066	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
63	F3	false	EX0066	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	31.504									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
64	F4	false	EX0067	C	UNKNOWN	VIC	NFQ-MGB	25.934	25.905	0.040								false	0.010	true	3	25	Amp		0.922	N	N	N	N	N	N	N				
64	F4	false	EX0067	D	UNKNOWN	FAM	NFQ-MGB	Undetermined	22.247									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
65	F5	false	EX0114	C	UNKNOWN	VIC	NFQ-MGB	27.688	28.085	0.561								false	0.010	true	3	27	Amp		0.914	N	N	N	N	Y	N	N				
65	F5	false	EX0114	D	UNKNOWN	FAM	NFQ-MGB	27.438	27.406	0.046								false	0.010	true	3	26	Amp		0.566	Y	N	N	N	N	N	N				
66	F6	false	EX0117	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
